gene_id	gene_type	gene_status	gene_name
ENSG00000215158.5	pseudogene	KNOWN	RP11-1023L17.1
ENSG00000266459.1	miRNA	KNOWN	MIR4724
ENSG00000169607.8	protein_coding	KNOWN	CKAP2L
ENSG00000222305.1	misc_RNA	KNOWN	Y_RNA
ENSG00000225242.1	pseudogene	KNOWN	COX6B1P7
ENSG00000175548.4	protein_coding	KNOWN	ALG10B
ENSG00000112936.14	protein_coding	KNOWN	C7
ENSG00000207645.1	miRNA	KNOWN	MIR512-1
ENSG00000171735.13	protein_coding	KNOWN	CAMTA1
ENSG00000101104.7	protein_coding	KNOWN	PABPC1L
ENSG00000267088.1	pseudogene	KNOWN	RP11-115N12.1
ENSG00000126259.12	protein_coding	KNOWN	KIRREL2
ENSG00000207750.1	miRNA	KNOWN	MIR553
ENSG00000238568.1	snoRNA	KNOWN	snoU13
ENSG00000261281.1	pseudogene	KNOWN	RP11-361M10.4
ENSG00000177261.6	pseudogene	KNOWN	ENSAP3
ENSG00000221121.1	miRNA	KNOWN	AC083811.1
ENSG00000182053.8	protein_coding	KNOWN	TRIM49B
ENSG00000182586.3	lincRNA	KNOWN	LINC00334
ENSG00000256424.1	lincRNA	NOVEL	RP11-495K9.7
ENSG00000221818.4	protein_coding	KNOWN	EBF2
ENSG00000185085.2	protein_coding	KNOWN	INTS5
ENSG00000189051.4	protein_coding	KNOWN	RNF222
ENSG00000264690.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000267168.1	protein_coding	PUTATIVE	RP11-318A15.7
ENSG00000244112.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000066136.14	protein_coding	KNOWN	NFYC
ENSG00000057657.10	protein_coding	KNOWN	PRDM1
ENSG00000135723.8	protein_coding	KNOWN	FHOD1
ENSG00000223059.1	miRNA	KNOWN	AL354896.1
ENSG00000213262.3	pseudogene	KNOWN	AL365331.2
ENSG00000147003.5	protein_coding	KNOWN	TMEM27
ENSG00000216089.1	miRNA	KNOWN	AC105316.1
ENSG00000250562.1	pseudogene	KNOWN	RP11-227H4.4
ENSG00000104856.9	protein_coding	KNOWN	RELB
ENSG00000213113.3	pseudogene	KNOWN	AC073135.2
ENSG00000240240.3	protein_coding	NOVEL	RP11-146D12.2
ENSG00000212571.1	rRNA	KNOWN	RNA5SP482
ENSG00000262885.1	pseudogene	KNOWN	CTD-2144E22.11
ENSG00000211852.1	TR_J_gene	KNOWN	TRAJ37
ENSG00000178752.11	protein_coding	KNOWN	FAM132B
ENSG00000149474.7	protein_coding	KNOWN	CSRP2BP
ENSG00000232073.1	antisense	NOVEL	RP1-302D9.3
ENSG00000240571.1	antisense	NOVEL	RP11-775D22.3
ENSG00000119953.7	protein_coding	KNOWN	SMNDC1
ENSG00000207101.1	misc_RNA	KNOWN	Y_RNA
ENSG00000264005.1	miRNA	KNOWN	MIR4314
ENSG00000203286.4	protein_coding	KNOWN	AL365202.1
ENSG00000231124.1	pseudogene	KNOWN	AC007242.3
ENSG00000252985.1	snoRNA	KNOWN	SNORD116
ENSG00000152404.11	protein_coding	KNOWN	CWF19L2
ENSG00000265519.1	lincRNA	NOVEL	CTD-3157E16.1
ENSG00000207090.1	snRNA	KNOWN	U6
ENSG00000149269.5	protein_coding	KNOWN	PAK1
ENSG00000224982.2	protein_coding	KNOWN	TMEM233
ENSG00000232581.1	antisense	NOVEL	AC079742.4
ENSG00000265257.1	processed_transcript	NOVEL	RP11-21J18.1
ENSG00000128645.11	protein_coding	KNOWN	HOXD1
ENSG00000261636.1	lincRNA	NOVEL	CTA-249B10.1
ENSG00000159267.9	protein_coding	KNOWN	HLCS
ENSG00000207080.2	misc_RNA	KNOWN	Y_RNA
ENSG00000252991.1	snRNA	KNOWN	U6
ENSG00000201761.1	snRNA	KNOWN	U6
ENSG00000212331.1	rRNA	KNOWN	RNA5SP297
ENSG00000165392.5	protein_coding	KNOWN	WRN
ENSG00000264339.1	antisense	NOVEL	RP11-769O8.2
ENSG00000257315.1	protein_coding	KNOWN	ZBED6
ENSG00000244296.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000257002.1	antisense	NOVEL	AP000438.2
ENSG00000172667.6	protein_coding	KNOWN	ZMAT3
ENSG00000178642.5	pseudogene	KNOWN	AL513477.1
ENSG00000108771.8	protein_coding	KNOWN	DHX58
ENSG00000265356.1	sense_intronic	NOVEL	RP11-17M24.1
ENSG00000154645.8	protein_coding	KNOWN	CHODL
ENSG00000114631.10	protein_coding	KNOWN	PODXL2
ENSG00000254760.1	antisense	NOVEL	CTD-2616J11.3
ENSG00000234944.1	lincRNA	NOVEL	RP11-124O11.1
ENSG00000232028.1	lincRNA	PUTATIVE	AC007391.2
ENSG00000256226.1	lincRNA	NOVEL	RP11-582E3.2
ENSG00000149600.6	protein_coding	KNOWN	COMMD7
ENSG00000101850.8	protein_coding	KNOWN	GPR143
ENSG00000248625.1	pseudogene	KNOWN	RP11-205M3.1
ENSG00000212292.1	snRNA	KNOWN	U6
ENSG00000215160.2	pseudogene	KNOWN	OR7E91P
ENSG00000230316.2	antisense	NOVEL	FEZF1-AS1
ENSG00000251511.1	lincRNA	NOVEL	RP11-171N4.1
ENSG00000152689.13	protein_coding	KNOWN	RASGRP3
ENSG00000132832.4	antisense	NOVEL	RP11-445H22.3
ENSG00000179031.7	pseudogene	KNOWN	LL0XNC01-131B10.2
ENSG00000119698.7	protein_coding	KNOWN	PPP4R4
ENSG00000259004.1	lincRNA	NOVEL	RP11-8L8.2
ENSG00000223394.1	pseudogene	KNOWN	TRBV29OR9-2
ENSG00000186188.5	protein_coding	KNOWN	O3FAR1
ENSG00000237565.3	pseudogene	KNOWN	SSU72P5
ENSG00000234929.1	lincRNA	PUTATIVE	AC018685.1
ENSG00000236485.1	lincRNA	PUTATIVE	RP1-156L9.1
ENSG00000248631.1	lincRNA	PUTATIVE	RP11-425E13.1
ENSG00000225792.1	antisense	NOVEL	AC004540.4
ENSG00000259783.1	lincRNA	NOVEL	RP11-1006G14.2
ENSG00000171097.9	protein_coding	KNOWN	CCBL1
ENSG00000085978.17	protein_coding	KNOWN	ATG16L1
ENSG00000100234.10	protein_coding	KNOWN	TIMP3
ENSG00000224849.2	lincRNA	PUTATIVE	RP1-104O17.1
ENSG00000176584.9	pseudogene	KNOWN	RP11-107C16.2
ENSG00000225180.2	antisense	KNOWN	AATK-AS1
ENSG00000260517.1	lincRNA	NOVEL	RP11-426C22.5
ENSG00000145687.11	protein_coding	KNOWN	SSBP2
ENSG00000257309.1	processed_transcript	NOVEL	RP11-603J24.18
ENSG00000205853.6	protein_coding	KNOWN	RFPL3-AS1
ENSG00000136279.13	protein_coding	KNOWN	DBNL
ENSG00000167850.3	protein_coding	KNOWN	CD300C
ENSG00000070476.10	protein_coding	KNOWN	ZXDC
ENSG00000237446.1	pseudogene	KNOWN	XXbac-B476C20.12
ENSG00000179673.3	protein_coding	KNOWN	RPRML
ENSG00000188765.6	pseudogene	KNOWN	TMSB4XP2
ENSG00000228733.1	pseudogene	KNOWN	AC015815.8
ENSG00000175305.12	protein_coding	KNOWN	CCNE2
ENSG00000238855.1	snoRNA	KNOWN	snoU13
ENSG00000261222.2	lincRNA	NOVEL	CTD-2006K23.1
ENSG00000264610.1	miRNA	KNOWN	MIR4685
ENSG00000122367.14	protein_coding	KNOWN	LDB3
ENSG00000262482.1	antisense	NOVEL	LA16c-321D4.2
ENSG00000227364.1	lincRNA	PUTATIVE	AC018685.2
ENSG00000106018.8	protein_coding	KNOWN	VIPR2
ENSG00000133661.9	protein_coding	KNOWN	SFTPD
ENSG00000252403.1	misc_RNA	KNOWN	RNY4P11
ENSG00000212170.1	snRNA	KNOWN	U1
ENSG00000206422.2	protein_coding	KNOWN	LRRC30
ENSG00000261363.1	processed_transcript	NOVEL	RP11-134D3.2
ENSG00000254757.1	lincRNA	PUTATIVE	RP13-726E6.1
ENSG00000255689.1	lincRNA	NOVEL	RP11-136I14.5
ENSG00000177565.11	protein_coding	KNOWN	TBL1XR1
ENSG00000204758.3	lincRNA	NOVEL	CTC-308K20.1
ENSG00000257721.1	pseudogene	KNOWN	RP11-536C10.2
ENSG00000100139.9	protein_coding	KNOWN	MICALL1
ENSG00000241156.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000136383.6	protein_coding	KNOWN	ALPK3
ENSG00000101204.11	protein_coding	KNOWN	CHRNA4
ENSG00000232712.2	antisense	NOVEL	RP4-777D9.2
ENSG00000231195.1	pseudogene	KNOWN	IFNA11P
ENSG00000266943.1	pseudogene	KNOWN	RP11-15E18.2
ENSG00000008018.8	protein_coding	KNOWN	PSMB1
ENSG00000124155.11	protein_coding	KNOWN	PIGT
ENSG00000230479.1	antisense	PUTATIVE	AP000695.6
ENSG00000243654.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000266971.1	pseudogene	KNOWN	OR4F8P
ENSG00000140749.7	protein_coding	KNOWN	IGSF6
ENSG00000252905.1	rRNA	KNOWN	RNA5SP330
ENSG00000078053.12	protein_coding	KNOWN	AMPH
ENSG00000222722.1	miRNA	KNOWN	AL161790.1
ENSG00000142661.13	protein_coding	KNOWN	MYOM3
ENSG00000241168.1	processed_transcript	NOVEL	RP11-10O22.1
ENSG00000225597.2	protein_coding	KNOWN	FAM74A1
ENSG00000265954.1	miRNA	KNOWN	MIR4749
ENSG00000207433.1	snRNA	KNOWN	U6
ENSG00000212559.1	rRNA	KNOWN	RNA5SP35
ENSG00000212398.1	snRNA	KNOWN	U6
ENSG00000258964.1	processed_transcript	NOVEL	RP11-618G20.1
ENSG00000143845.10	protein_coding	KNOWN	ETNK2
ENSG00000188779.6	protein_coding	KNOWN	SKOR1
ENSG00000259725.1	antisense	NOVEL	CTD-3032H12.1
ENSG00000233427.1	antisense	PUTATIVE	RP1-212P9.3
ENSG00000102172.11	protein_coding	KNOWN	SMS
ENSG00000110675.8	protein_coding	KNOWN	ELMOD1
ENSG00000262006.1	lincRNA	NOVEL	RP11-700H6.4
ENSG00000219529.2	pseudogene	KNOWN	AP000580.1
ENSG00000202513.1	snRNA	KNOWN	U6
ENSG00000103460.12	protein_coding	KNOWN	TOX3
ENSG00000251591.1	pseudogene	KNOWN	CTD-2197M16.1
ENSG00000179055.5	protein_coding	KNOWN	OR13D1
ENSG00000240271.1	pseudogene	KNOWN	RP11-200A13.2
ENSG00000164080.7	protein_coding	KNOWN	RAD54L2
ENSG00000250914.1	pseudogene	KNOWN	RP11-1084J3.1
ENSG00000074935.8	protein_coding	KNOWN	TUBE1
ENSG00000221437.1	miRNA	KNOWN	AC068058.1
ENSG00000100146.12	protein_coding	KNOWN	SOX10
ENSG00000235284.1	sense_intronic	KNOWN	SNORD62A
ENSG00000217268.1	pseudogene	KNOWN	RP11-374N7.1
ENSG00000115425.9	protein_coding	KNOWN	PECR
ENSG00000249365.1	lincRNA	PUTATIVE	RP11-508M8.1
ENSG00000236405.1	pseudogene	KNOWN	UBQLN1P1
ENSG00000257272.1	lincRNA	NOVEL	RP11-317N8.3
ENSG00000148803.7	protein_coding	KNOWN	FUOM
ENSG00000164621.5	antisense	KNOWN	SMAD5-AS1
ENSG00000120907.13	protein_coding	KNOWN	ADRA1A
ENSG00000182646.12	protein_coding	KNOWN	FAM156A
ENSG00000258731.1	antisense	NOVEL	RP11-547D23.1
ENSG00000206918.1	snRNA	KNOWN	U6
ENSG00000049860.9	protein_coding	KNOWN	HEXB
ENSG00000267374.1	lincRNA	NOVEL	LINC00669
ENSG00000248105.1	pseudogene	KNOWN	CTD-2218K11.3
ENSG00000255973.1	pseudogene	KNOWN	RP11-592H6.3
ENSG00000197070.9	protein_coding	KNOWN	ARRDC1
ENSG00000265003.1	miRNA	KNOWN	MIR4780
ENSG00000160087.16	protein_coding	KNOWN	UBE2J2
ENSG00000243976.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000131044.12	protein_coding	KNOWN	TTLL9
ENSG00000082556.6	protein_coding	KNOWN	OPRK1
ENSG00000251138.2	lincRNA	NOVEL	RP11-81H3.2
ENSG00000177946.4	protein_coding	KNOWN	CENPBD1
ENSG00000266382.1	miRNA	KNOWN	MIR5703
ENSG00000136826.9	protein_coding	KNOWN	KLF4
ENSG00000241457.1	antisense	PUTATIVE	PLSCR5-AS1
ENSG00000222170.1	snRNA	KNOWN	U6
ENSG00000152931.6	lincRNA	KNOWN	PART1
ENSG00000119711.8	protein_coding	KNOWN	ALDH6A1
ENSG00000266312.1	lincRNA	NOVEL	RP11-111H3.3
ENSG00000251476.1	pseudogene	KNOWN	RP11-531A21.2
ENSG00000263508.1	lincRNA	NOVEL	RP11-963H4.3
ENSG00000249545.1	antisense	NOVEL	CTC-558O19.1
ENSG00000171471.5	protein_coding	KNOWN	MAP1LC3B2
ENSG00000119705.5	protein_coding	KNOWN	SLIRP
ENSG00000143971.7	protein_coding	KNOWN	ETAA1
ENSG00000237851.1	lincRNA	PUTATIVE	RP1-67K17.4
ENSG00000267257.1	antisense	NOVEL	RP11-1151B14.4
ENSG00000248286.1	pseudogene	KNOWN	RP11-811J10.1
ENSG00000228523.1	pseudogene	KNOWN	RP4-763G1.1
ENSG00000231051.3	protein_coding	NOVEL	RP11-1396O13.8
ENSG00000265380.1	lincRNA	NOVEL	RP11-126K15.1
ENSG00000259216.1	pseudogene	KNOWN	RP11-227D13.2
ENSG00000160255.12	protein_coding	KNOWN	ITGB2
ENSG00000243855.1	pseudogene	KNOWN	RP11-114O13.1
ENSG00000231205.6	pseudogene	KNOWN	ZNF826P
ENSG00000234854.1	antisense	NOVEL	RP11-313L9.1
ENSG00000119508.13	protein_coding	KNOWN	NR4A3
ENSG00000222196.2	miRNA	KNOWN	AC121157.1
ENSG00000267078.1	antisense	NOVEL	RP11-666A8.9
ENSG00000232453.1	lincRNA	NOVEL	RP4-794H19.1
ENSG00000200635.1	misc_RNA	KNOWN	Y_RNA
ENSG00000127080.5	protein_coding	KNOWN	IPPK
ENSG00000231219.1	pseudogene	KNOWN	RP11-219C24.8
ENSG00000202081.1	snRNA	KNOWN	U6
ENSG00000261581.1	pseudogene	KNOWN	RP11-665A22.1
ENSG00000237842.1	pseudogene	KNOWN	RP11-110J1.2
ENSG00000249290.1	antisense	NOVEL	RP11-68L1.2
ENSG00000266959.1	pseudogene	KNOWN	AC005786.3
ENSG00000257539.1	pseudogene	KNOWN	RP3-473L9.3
ENSG00000054219.9	protein_coding	KNOWN	LY75
ENSG00000240935.2	pseudogene	KNOWN	PLGLA
ENSG00000266203.1	miRNA	KNOWN	MIR5585
ENSG00000201034.1	misc_RNA	KNOWN	Y_RNA
ENSG00000252227.1	snoRNA	KNOWN	SNORD36
ENSG00000103200.6	pseudogene	KNOWN	RP11-723C11.2
ENSG00000084453.12	protein_coding	KNOWN	SLCO1A2
ENSG00000214324.1	protein_coding	KNOWN	C3orf56
ENSG00000146722.7	pseudogene	KNOWN	AC006014.8
ENSG00000172009.10	protein_coding	KNOWN	THOP1
ENSG00000223506.1	pseudogene	KNOWN	SLC20A1P1
ENSG00000230812.1	lincRNA	NOVEL	RP4-794H19.4
ENSG00000261775.1	lincRNA	NOVEL	RP11-10O17.3
ENSG00000261595.1	antisense	NOVEL	RP11-426L16.9
ENSG00000185669.5	protein_coding	KNOWN	SNAI3
ENSG00000261004.1	3prime_overlapping_ncrna	NOVEL	LA16c-313D11.10
ENSG00000232932.1	lincRNA	PUTATIVE	RP1-295F6.2
ENSG00000267143.1	lincRNA	NOVEL	RP11-677O4.6
ENSG00000188000.2	protein_coding	KNOWN	OR7D2
ENSG00000100138.9	protein_coding	KNOWN	NHP2L1
ENSG00000229932.2	pseudogene	KNOWN	YWHAZP3
ENSG00000239044.1	snoRNA	KNOWN	snoU13
ENSG00000230835.1	pseudogene	KNOWN	AP001187.11
ENSG00000259589.1	processed_transcript	NOVEL	RP11-317G6.1
ENSG00000224039.1	pseudogene	KNOWN	AC091493.1
ENSG00000257990.2	pseudogene	KNOWN	RP11-536C10.8
ENSG00000128802.3	protein_coding	KNOWN	GDF2
ENSG00000226370.1	lincRNA	NOVEL	RP11-531P20.1
ENSG00000257863.1	lincRNA	NOVEL	RP11-587P21.3
ENSG00000224328.1	antisense	NOVEL	MDC1-AS1
ENSG00000233785.1	antisense	NOVEL	RP13-314C10.5
ENSG00000147649.5	protein_coding	KNOWN	MTDH
ENSG00000261748.1	pseudogene	KNOWN	RP11-419L9.1
ENSG00000242068.1	pseudogene	KNOWN	RP11-259P15.4
ENSG00000197416.4	protein_coding	KNOWN	FABP12
ENSG00000258745.1	antisense	NOVEL	RP11-218E20.5
ENSG00000100632.6	protein_coding	KNOWN	ERH
ENSG00000163376.7	protein_coding	KNOWN	KBTBD8
ENSG00000259390.1	lincRNA	NOVEL	RP11-27M9.1
ENSG00000184828.5	protein_coding	KNOWN	ZBTB7C
ENSG00000183169.5	protein_coding	PUTATIVE	POM121L1P
ENSG00000041982.10	protein_coding	KNOWN	TNC
ENSG00000230821.1	pseudogene	KNOWN	KB-288A10.17
ENSG00000166091.15	protein_coding	KNOWN	CMTM5
ENSG00000060566.8	protein_coding	KNOWN	CREB3L3
ENSG00000199363.1	snoRNA	KNOWN	SNORA63
ENSG00000227502.1	lincRNA	PUTATIVE	RP1-249H1.4
ENSG00000170832.8	protein_coding	KNOWN	USP32
ENSG00000237892.1	sense_intronic	PUTATIVE	KLF7-IT1
ENSG00000215356.3	protein_coding	NOVEL	ZNF705B
ENSG00000249244.1	pseudogene	KNOWN	RP11-548H18.2
ENSG00000127585.7	protein_coding	KNOWN	FBXL16
ENSG00000181773.6	protein_coding	KNOWN	GPR3
ENSG00000265019.1	pseudogene	KNOWN	NCOR1P2
ENSG00000185379.16	protein_coding	KNOWN	RAD51D
ENSG00000266530.1	miRNA	KNOWN	MIR4318
ENSG00000231961.1	pseudogene	KNOWN	RP5-967N21.7
ENSG00000242301.1	pseudogene	KNOWN	RP11-93P10.3
ENSG00000249931.2	protein_coding	NOVEL	RP13-395E19.1
ENSG00000219669.1	pseudogene	KNOWN	RP1-20N4.1
ENSG00000266945.1	pseudogene	KNOWN	OR4G3P
ENSG00000238353.1	snRNA	KNOWN	U6
ENSG00000232615.3	pseudogene	KNOWN	CTD-2012J19.1
ENSG00000261036.1	lincRNA	NOVEL	RP11-574H6.1
ENSG00000266416.1	pseudogene	KNOWN	RP1-66C13.2
ENSG00000242280.1	pseudogene	KNOWN	RP4-669B10.4
ENSG00000224484.1	pseudogene	KNOWN	RP11-548K12.4
ENSG00000006638.7	protein_coding	KNOWN	TBXA2R
ENSG00000266355.1	miRNA	KNOWN	AL117334.1
ENSG00000231418.1	lincRNA	NOVEL	AC006380.3
ENSG00000228592.1	lincRNA	NOVEL	AP000459.4
ENSG00000238960.1	snoRNA	KNOWN	snoU13
ENSG00000255621.1	processed_transcript	NOVEL	RP11-377D9.3
ENSG00000249056.1	pseudogene	KNOWN	RP11-326I11.1
ENSG00000130810.15	protein_coding	KNOWN	PPAN
ENSG00000222598.1	snRNA	KNOWN	U2
ENSG00000221706.1	miRNA	KNOWN	AC090573.1
ENSG00000254622.1	antisense	NOVEL	NAV2-AS4
ENSG00000258365.1	protein_coding	PUTATIVE	RP11-1105G2.3
ENSG00000243978.4	protein_coding	KNOWN	RGAG1
ENSG00000263321.1	lincRNA	NOVEL	RP11-388C12.5
ENSG00000230451.1	pseudogene	KNOWN	RP5-1090E8.1
ENSG00000257127.2	protein_coding	KNOWN	CLLU1
ENSG00000253345.1	IG_V_pseudogene	KNOWN	IGHVII-22-1
ENSG00000201469.1	rRNA	KNOWN	RNA5SP379
ENSG00000264908.1	miRNA	KNOWN	AC000403.1
ENSG00000228285.2	pseudogene	KNOWN	LYPLA2P1
ENSG00000267000.1	antisense	NOVEL	RP11-27G24.3
ENSG00000176274.6	protein_coding	KNOWN	SLC25A53
ENSG00000227681.1	lincRNA	NOVEL	RP11-307P5.1
ENSG00000258792.1	protein_coding	PUTATIVE	RP11-944C7.1
ENSG00000259179.1	pseudogene	KNOWN	RP11-126F18.1
ENSG00000249085.1	antisense	NOVEL	CTD-2631K10.1
ENSG00000266283.1	antisense	NOVEL	RP11-627G18.1
ENSG00000116017.5	protein_coding	KNOWN	ARID3A
ENSG00000122420.5	protein_coding	KNOWN	PTGFR
ENSG00000206813.1	misc_RNA	KNOWN	Y_RNA
ENSG00000112706.7	protein_coding	KNOWN	IMPG1
ENSG00000229217.1	pseudogene	KNOWN	AC034193.7
ENSG00000253178.1	pseudogene	KNOWN	RP11-404E12.1
ENSG00000157168.13	protein_coding	KNOWN	NRG1
ENSG00000225289.1	pseudogene	KNOWN	RPL29P29
ENSG00000230558.1	pseudogene	KNOWN	CEACAMP2
ENSG00000254539.1	antisense	KNOWN	RP4-791M13.3
ENSG00000137757.6	protein_coding	KNOWN	CASP5
ENSG00000223247.1	snRNA	KNOWN	U2
ENSG00000267076.1	pseudogene	KNOWN	RP11-64C12.2
ENSG00000254204.1	lincRNA	NOVEL	RP11-400K9.3
ENSG00000200982.1	misc_RNA	KNOWN	Y_RNA
ENSG00000261084.1	pseudogene	KNOWN	PPP1R1AP2
ENSG00000256905.1	pseudogene	KNOWN	AC090571.1
ENSG00000100263.9	protein_coding	KNOWN	RHBDD3
ENSG00000135974.5	protein_coding	KNOWN	C2orf49
ENSG00000126768.7	protein_coding	KNOWN	TIMM17B
ENSG00000102128.6	protein_coding	KNOWN	RAB40AL
ENSG00000256826.1	pseudogene	KNOWN	AC138744.2
ENSG00000243144.2	lincRNA	NOVEL	RP11-115N4.1
ENSG00000255506.1	antisense	NOVEL	RP11-203F8.1
ENSG00000167965.12	protein_coding	KNOWN	MLST8
ENSG00000199165.2	miRNA	KNOWN	MIRLET7A1
ENSG00000112062.6	protein_coding	KNOWN	MAPK14
ENSG00000123739.6	protein_coding	KNOWN	PLA2G12A
ENSG00000267797.1	pseudogene	KNOWN	RP11-873E20.2
ENSG00000260265.1	lincRNA	NOVEL	RP11-44F21.5
ENSG00000260941.1	sense_overlapping	NOVEL	LINC00622
ENSG00000257444.1	pseudogene	KNOWN	SETP7
ENSG00000189052.5	protein_coding	KNOWN	CGB5
ENSG00000230131.1	lincRNA	NOVEL	RP11-282I1.1
ENSG00000226885.1	pseudogene	KNOWN	KB-1183D5.9
ENSG00000158062.14	protein_coding	KNOWN	UBXN11
ENSG00000267470.1	antisense	NOVEL	CTD-3064H18.6
ENSG00000224474.2	protein_coding	KNOWN	AL355490.1
ENSG00000252166.1	snRNA	KNOWN	U1
ENSG00000124782.14	protein_coding	KNOWN	RREB1
ENSG00000120833.9	protein_coding	KNOWN	SOCS2
ENSG00000211777.2	TR_V_gene	KNOWN	TRAV3
ENSG00000260962.1	lincRNA	NOVEL	RP11-74A12.2
ENSG00000239132.1	snoRNA	KNOWN	snoU13
ENSG00000163792.5	protein_coding	KNOWN	TCF23
ENSG00000261105.1	processed_transcript	NOVEL	RP11-173B14.5
ENSG00000010539.7	protein_coding	KNOWN	ZNF200
ENSG00000120729.5	protein_coding	KNOWN	MYOT
ENSG00000091704.4	protein_coding	KNOWN	CPA1
ENSG00000106631.4	protein_coding	KNOWN	MYL7
ENSG00000147475.9	protein_coding	KNOWN	ERLIN2
ENSG00000204655.7	protein_coding	KNOWN	MOG
ENSG00000257545.1	protein_coding	NOVEL	RP11-144F15.1
ENSG00000186818.6	protein_coding	KNOWN	LILRB4
ENSG00000226904.1	antisense	KNOWN	RP11-561O23.8
ENSG00000254272.1	pseudogene	KNOWN	RP11-382J24.2
ENSG00000252335.1	snRNA	KNOWN	RNU6-62
ENSG00000240854.1	pseudogene	KNOWN	RP11-64K7.1
ENSG00000100053.5	protein_coding	KNOWN	CRYBB3
ENSG00000183760.5	protein_coding	KNOWN	AC011443.1
ENSG00000211767.1	TR_J_gene	KNOWN	TRBJ2-3
ENSG00000228901.3	pseudogene	KNOWN	HMGN2P36
ENSG00000254967.2	processed_transcript	NOVEL	RP11-680F20.6
ENSG00000213587.3	pseudogene	KNOWN	RP11-646D13.1
ENSG00000250173.1	protein_coding	PUTATIVE	RP11-661C8.3
ENSG00000171533.7	protein_coding	KNOWN	MAP6
ENSG00000236626.1	pseudogene	KNOWN	MTND5P17
ENSG00000113356.6	protein_coding	KNOWN	POLR3G
ENSG00000228814.3	pseudogene	KNOWN	RP11-119H12.5
ENSG00000264920.1	processed_transcript	NOVEL	RP11-6N17.4
ENSG00000176136.4	protein_coding	KNOWN	MC5R
ENSG00000136950.9	protein_coding	KNOWN	ARPC5L
ENSG00000230625.1	sense_intronic	NOVEL	ZMYM2-IT1
ENSG00000227248.1	sense_intronic	PUTATIVE	FAM155A-IT1
ENSG00000253336.1	pseudogene	KNOWN	RP11-468O2.1
ENSG00000227601.1	antisense	PUTATIVE	AC004240.2
ENSG00000144645.9	protein_coding	KNOWN	OSBPL10
ENSG00000232526.1	pseudogene	KNOWN	AC025750.6
ENSG00000226899.1	antisense	PUTATIVE	RP11-298J20.3
ENSG00000168268.6	protein_coding	KNOWN	NT5DC2
ENSG00000230639.1	pseudogene	KNOWN	VN1R36P
ENSG00000254633.1	pseudogene	KNOWN	RP11-23J9.7
ENSG00000239059.1	snoRNA	KNOWN	snoU13
ENSG00000225321.1	lincRNA	PUTATIVE	RP5-828K20.2
ENSG00000228331.2	pseudogene	KNOWN	RPL17P43
ENSG00000231416.1	pseudogene	KNOWN	RP11-422P24.9
ENSG00000198542.7	protein_coding	KNOWN	ITGBL1
ENSG00000255379.1	pseudogene	KNOWN	CYCSP29
ENSG00000259551.1	lincRNA	NOVEL	RP11-182J1.10
ENSG00000227666.1	pseudogene	KNOWN	RP11-490F3.1
ENSG00000238010.1	sense_intronic	NOVEL	RP11-123K19.2
ENSG00000228618.1	lincRNA	NOVEL	AC012462.3
ENSG00000009954.6	protein_coding	KNOWN	BAZ1B
ENSG00000216824.2	pseudogene	KNOWN	ZNF736P10Y
ENSG00000184232.3	protein_coding	KNOWN	OAF
ENSG00000232728.1	pseudogene	KNOWN	RP11-402N18.1
ENSG00000229486.1	pseudogene	KNOWN	RP4-552O12.1
ENSG00000252275.1	snRNA	KNOWN	U7
ENSG00000116711.8	protein_coding	KNOWN	PLA2G4A
ENSG00000165948.6	protein_coding	KNOWN	IFI27L1
ENSG00000202569.2	miRNA	KNOWN	MIR146B
ENSG00000228325.2	protein_coding	KNOWN	AC233263.1
ENSG00000184345.4	protein_coding	KNOWN	IQCF2
ENSG00000221510.1	miRNA	KNOWN	MIR548O
ENSG00000162437.10	protein_coding	KNOWN	RAVER2
ENSG00000138769.6	protein_coding	KNOWN	CDKL2
ENSG00000258827.1	sense_intronic	NOVEL	RP11-537P22.2
ENSG00000161542.11	protein_coding	KNOWN	PRPSAP1
ENSG00000203945.3	protein_coding	NOVEL	RP11-274K13.2
ENSG00000138386.12	protein_coding	KNOWN	NAB1
ENSG00000248835.2	protein_coding	KNOWN	AL357673.1
ENSG00000101901.6	protein_coding	KNOWN	ALG13
ENSG00000125482.8	protein_coding	KNOWN	TTF1
ENSG00000121903.9	protein_coding	KNOWN	ZSCAN20
ENSG00000237265.1	lincRNA	NOVEL	RP11-402P6.9
ENSG00000252261.1	rRNA	KNOWN	RNA5SP262
ENSG00000072274.8	protein_coding	KNOWN	TFRC
ENSG00000261701.2	protein_coding	KNOWN	HPR
ENSG00000109061.9	protein_coding	KNOWN	MYH1
ENSG00000145934.11	protein_coding	KNOWN	ODZ2
ENSG00000260568.1	lincRNA	NOVEL	CTD-2358C21.3
ENSG00000266156.1	miRNA	KNOWN	AC010329.1
ENSG00000215570.2	protein_coding	KNOWN	AL136219.1
ENSG00000224919.1	antisense	NOVEL	RP11-144G6.4
ENSG00000237566.1	pseudogene	KNOWN	AC090955.5
ENSG00000182898.3	protein_coding	KNOWN	TCHHL1
